date,factor,IC,year
2021-05-06,factor_vol_60,-0.22330818075685518,2021
2021-05-07,factor_pe,0.11952162647000195,2021
2021-05-07,factor_momentum_20,-0.22350180813804485,2021
2021-05-07,factor_vol_60,-0.1437933881944246,2021
2021-05-10,factor_pe,0.25035906489364723,2021
2021-05-10,factor_momentum_20,-0.3372818132634755,2021
2021-05-10,factor_vol_60,0.036236794897348996,2021
2021-05-11,factor_pe,0.2555870041857683,2021
2021-05-11,factor_momentum_20,-0.17482388450696199,2021
2021-05-11,factor_vol_60,0.18697229419972086,2021
2021-05-12,factor_pe,0.3075565932970755,2021
2021-05-12,factor_momentum_20,-0.18071015689512793,2021
2021-05-12,factor_vol_60,0.181491500327458,2021
2021-05-13,factor_pe,0.26681511432557864,2021
2021-05-13,factor_momentum_20,-0.08001936273811894,2021
2021-05-13,factor_vol_60,0.20523705116888286,2021
2021-05-14,factor_pe,0.2090503715937241,2021
2021-05-14,factor_momentum_20,0.07222870810672283,2021
2021-05-14,factor_vol_60,0.24219482331501457,2021
2021-05-17,factor_pe,0.10573763489848796,2021
2021-05-17,factor_momentum_20,0.04910048691591444,2021
2021-05-17,factor_vol_60,-0.09977163358865568,2021
2021-05-18,factor_pe,0.20452632478145724,2021
2021-05-18,factor_momentum_20,0.041968165380563215,2021
2021-05-18,factor_vol_60,0.01242746091859107,2021
2021-05-19,factor_pe,0.10257581366212018,2021
2021-05-19,factor_momentum_20,-0.036785785472251475,2021
2021-05-19,factor_vol_60,-0.019751131865941504,2021
2021-05-20,factor_pe,0.2740522224436913,2021
2021-05-20,factor_momentum_20,-0.03262849169964975,2021
2021-05-20,factor_vol_60,0.2917383752384748,2021
2021-05-21,factor_pe,0.22328084512656957,2021
2021-05-21,factor_momentum_20,-0.08663230729804376,2021
2021-05-21,factor_vol_60,0.09921125316780087,2021
2021-05-24,factor_pe,0.3157413365984224,2021
2021-05-24,factor_momentum_20,0.059590535038013585,2021
2021-05-24,factor_vol_60,0.33044562772288494,2021
2021-05-25,factor_pe,0.22907599874711684,2021
2021-05-25,factor_momentum_20,-0.051444517212904675,2021
2021-05-25,factor_vol_60,0.3275708306045159,2021
2021-05-26,factor_pe,0.10551894985620315,2021
2021-05-26,factor_momentum_20,-0.03287679034141062,2021
2021-05-26,factor_vol_60,0.21430336854694032,2021
2021-05-27,factor_pe,-0.03427774139354764,2021
2021-05-27,factor_momentum_20,-0.0027255901363934043,2021
2021-05-27,factor_vol_60,-0.013240695919587682,2021
2021-05-28,factor_pe,0.062394715111478094,2021
2021-05-28,factor_momentum_20,-0.054736182693129055,2021
2021-05-28,factor_vol_60,-0.0002494376263561034,2021
2021-05-31,factor_pe,-0.0975733933198553,2021
2021-05-31,factor_momentum_20,-0.06980494888806626,2021
2021-05-31,factor_vol_60,-0.14751331188245673,2021
2021-06-01,factor_pe,-0.21445827045189206,2021
2021-06-01,factor_momentum_20,-0.011559554657023258,2021
2021-06-01,factor_vol_60,-0.38280702753495244,2021
2021-06-02,factor_pe,0.113532845468265,2021
2021-06-02,factor_momentum_20,0.06136051709900621,2021
2021-06-02,factor_vol_60,-0.09069620433383635,2021
2021-06-03,factor_pe,0.30405991058970916,2021
2021-06-03,factor_momentum_20,0.019839972664369706,2021
2021-06-03,factor_vol_60,0.09492411515134254,2021
2021-06-04,factor_pe,0.08303311597710637,2021
2021-06-04,factor_momentum_20,-0.2287730288447848,2021
2021-06-04,factor_vol_60,0.07624932372789656,2021
2021-06-07,factor_pe,-0.09306073635354078,2021
2021-06-07,factor_momentum_20,-0.18119536433269734,2021
2021-06-07,factor_vol_60,0.0011287337338762489,2021
